InvoiceID,InvoiceTypeCode,InvoiceIssueDateTime,InvoicePaymentDueDate,InvoiceLineSpec (Y/N),InvoiceSellerAssignedID,InvoiceBuyerPO,SellerSelect,SellerCompanyID,SellerCompanyName,SellerSector,SellerCountry,SellerIBANID,SellerPaymentRef,SellerDeliveryInfo,SellerNotes,BuyerSelect,BuyerCompanyID,BuyerCompanyName,BuyerSector,BuyerCountry,AmountTotal,AmountCurrency,AmountVAT,ConfirmedByBuyer,ConfirmedByBank,ConfirmedPaymentDate,CalcVATPeriod,CalcProductionInput,Good,IsManipulated
INV000960,380,2022-08-14 03:03:53,2022-09-13 03:03:53,N,FreshLink Logistics,PO-CUST-00960,Y,5,FreshLink Logistics,Distributors,France,DE799801675,REF-00960,Main warehouse,,Y,,,,,86.21,EUR,14.37,N,Y,2022-09-09 03:03:53,2022-Q3,2,Canned Tomatoes,N
INV000961,380,2021-03-21 07:43:27,2021-04-20 07:43:27,N,Jean Dupont,PO-CUST-00961,Y,10,Jean Dupont,Customers,France,DE3068192510,REF-00961,Main warehouse,,Y,,,,,99.19,EUR,16.53,Y,N,2021-04-17 07:43:27,2021-Q1,2,,N
INV000962,380,2020-11-08 20:04:18,2020-12-08 20:04:18,N,AgroDistrib Europe,PO-Luigi's Pizzeria-00962,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE118634606,REF-00962,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,147.86,EUR,24.64,Y,N,2020-12-04 20:04:18,2020-Q4,2,Cheese,N
INV000963,380,2021-07-07 18:14:03,2021-08-06 18:14:03,N,FreshLink Logistics,PO-CUST-00963,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE526144325,REF-00963,Main warehouse,,Y,,,,,31.19,EUR,5.2,Y,Y,2021-08-04 18:14:03,2021-Q3,2,Canned Tomatoes,N
INV000964,380,2021-02-21 23:29:59,2021-03-23 23:29:59,N,Sunshine Growers,PO-TomatoMagic Co.-00964,Y,2,Sunshine Growers,Farmers,France,DE216961372,REF-00964,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,68.28,EUR,11.38,Y,Y,2021-03-23 23:29:59,2021-Q1,1,Tomatoes,N
INV000965,380,2021-03-12 16:41:30,2021-04-11 16:41:30,N,Farm2Can Ltd.,PO-FreshLink Logistics-00965,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE237253144,REF-00965,Main warehouse,,Y,5,FreshLink Logistics,Distributors,France,35.04,EUR,5.84,N,Y,2021-04-06 16:41:30,2021-Q1,2,Canned Tomatoes,N
INV000966,380,2022-11-01 21:53:46,2022-12-01 21:53:46,N,AgroDistrib Europe,PO-CUST-00966,Y,6,AgroDistrib Europe,Distributors,France,DE223746976,REF-00966,Main warehouse,,Y,,,,,111.98,EUR,18.66,N,N,2022-11-26 21:53:46,2022-Q4,2,Cheese,N
INV000967,380,2024-08-10 12:42:27,2024-09-09 12:42:27,N,Jean Dupont,PO-CUST-00967,Y,10,Jean Dupont,Customers,France,DE7189230510,REF-00967,Main warehouse,,Y,,,,,43.9,EUR,7.32,N,N,2024-09-05 12:42:27,2024-Q3,2,,N
INV000968,380,2022-05-17 10:30:38,2022-06-16 10:30:38,N,GreenFields Farm,PO-Farm2Can Ltd.-00968,Y,1,GreenFields Farm,Farmers,France,DE857446031,REF-00968,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,89.77,EUR,14.96,Y,N,2022-06-13 10:30:38,2022-Q2,2,Tomatoes,N
INV000969,380,2021-12-15 20:23:53,2022-01-14 20:23:53,N,Anna Müller,PO-CUST-00969,Y,9,Anna Müller,Customers,Luxembourg,DE924484439,REF-00969,Main warehouse,,Y,,,,,39.23,EUR,6.54,N,Y,2022-01-14 20:23:53,2021-Q4,2,,N
INV000970,380,2020-10-29 00:31:51,2020-11-28 00:31:51,N,GreenFields Farm,PO-CUST-00970,Y,1,GreenFields Farm,Farmers,Luxembourg,DE783206111,REF-00970,Main warehouse,,Y,,,,,20.86,EUR,3.48,N,N,2020-11-23 00:31:51,2020-Q4,2,Tomatoes,N
INV000971,380,2025-04-05 04:01:11,2025-05-05 04:01:11,N,Anna Müller,PO-CUST-00971,Y,9,Anna Müller,Customers,Luxembourg,DE471045529,REF-00971,Main warehouse,,Y,,,,,46.22,EUR,7.7,N,Y,2025-05-04 04:01:11,2025-Q2,2,,N
INV000972,380,2021-08-20 22:43:24,2021-09-19 22:43:24,N,Farm2Can Ltd.,PO-Napoli Express-00972,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE644923224,REF-00972,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,173.51,EUR,28.92,Y,Y,2021-09-16 22:43:24,2021-Q3,2,Canned Tomatoes,N
INV000973,380,2021-12-18 11:17:29,2022-01-17 11:17:29,N,Napoli Express,PO-CUST-00973,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE735300608,REF-00973,Main warehouse,,Y,,,,,52.31,EUR,8.72,Y,N,2022-01-15 11:17:29,2021-Q4,4,Pizza,N
INV000974,380,2021-10-02 03:00:30,2021-11-01 03:00:30,N,Luigi's Pizzeria,PO-Anna Müller-00974,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE950261637,REF-00974,Main warehouse,,Y,9,Anna Müller,Customers,France,211.79,EUR,35.3,N,N,2021-10-31 03:00:30,2021-Q4,5,Pizza,N
INV000975,380,2024-05-25 00:46:36,2024-06-24 00:46:36,N,TomatoMagic Co.,PO-Napoli Express-00975,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,DE804642123,REF-00975,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,97.33,EUR,16.22,Y,N,2024-06-21 00:46:36,2024-Q2,3,Canned Tomatoes,N
INV000976,380,2023-05-25 07:53:16,2023-06-24 07:53:16,N,FreshLink Logistics,PO-CUST-00976,Y,5,FreshLink Logistics,Distributors,France,DE333518125,REF-00976,Main warehouse,,Y,,,,,33.25,EUR,5.54,Y,Y,2023-06-21 07:53:16,2023-Q2,2,Canned Tomatoes,N
INV000977,380,2025-02-02 10:23:24,2025-03-04 10:23:24,N,Sunshine Growers,PO-Farm2Can Ltd.-00977,Y,2,Sunshine Growers,Farmers,Luxembourg,DE345236052,REF-00977,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,56.3,EUR,9.38,N,Y,2025-03-04 10:23:24,2025-Q1,1,Tomatoes,N
INV000978,380,2022-12-19 07:56:46,2023-01-18 07:56:46,N,Luigi's Pizzeria,PO-Jean Dupont-00978,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,DE496773947,REF-00978,Main warehouse,,Y,10,Jean Dupont,Customers,France,119.05,EUR,19.84,N,N,2023-01-18 07:56:46,2022-Q4,5,Pizza,N
INV000979,380,2021-05-30 02:38:33,2021-06-29 02:38:33,N,AgroDistrib Europe,PO-Luigi's Pizzeria-00979,Y,6,AgroDistrib Europe,Distributors,France,DE594613686,REF-00979,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,57.42,EUR,9.57,Y,N,2021-06-27 02:38:33,2021-Q2,2,Cheese,N
INV000980,380,2023-06-19 15:28:33,2023-07-19 15:28:33,N,AgroDistrib Europe,PO-Napoli Express-00980,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE476033416,REF-00980,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,172.98,EUR,28.83,Y,N,2023-07-17 15:28:33,2023-Q2,2,Cheese,N
INV000981,380,2021-03-21 06:14:31,2021-04-20 06:14:31,N,GreenFields Farm,PO-TomatoMagic Co.-00981,Y,1,GreenFields Farm,Farmers,France,DE649093501,REF-00981,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,121.2,EUR,20.2,Y,N,2021-04-18 06:14:31,2021-Q1,2,Tomatoes,N
INV000982,380,2021-04-22 14:33:02,2021-05-22 14:33:02,N,GreenFields Farm,PO-Farm2Can Ltd.-00982,Y,1,GreenFields Farm,Farmers,France,DE636243741,REF-00982,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,62.15,EUR,10.36,N,Y,2021-05-21 14:33:02,2021-Q2,2,Tomatoes,N
INV000983,380,2020-12-31 02:55:11,2021-01-30 02:55:11,N,Sunshine Growers,PO-Farm2Can Ltd.-00983,Y,2,Sunshine Growers,Farmers,Luxembourg,DE151954852,REF-00983,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,162.11,EUR,27.02,Y,Y,2021-01-26 02:55:11,2020-Q4,1,Tomatoes,N
INV000984,380,2022-10-18 16:21:40,2022-11-17 16:21:40,N,Farm2Can Ltd.,PO-CUST-00984,Y,4,Farm2Can Ltd.,Food Producers,France,DE498282034,REF-00984,Main warehouse,,Y,,,,,140.92,EUR,23.49,Y,Y,2022-11-13 16:21:40,2022-Q4,2,Canned Tomatoes,N
INV000985,380,2021-10-29 08:53:18,2021-11-28 08:53:18,N,GreenFields Farm,PO-Farm2Can Ltd.-00985,Y,1,GreenFields Farm,Farmers,Luxembourg,DE399612811,REF-00985,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,84.73,EUR,14.12,N,N,2021-11-25 08:53:18,2021-Q4,2,Tomatoes,N
INV000986,380,2024-08-26 05:40:29,2024-09-25 05:40:29,N,Napoli Express,PO-CUST-00986,Y,8,Napoli Express,Pizzarias (B2C),France,DE659418038,REF-00986,Main warehouse,,Y,,,,,24.86,EUR,4.14,N,Y,2024-09-23 05:40:29,2024-Q3,4,Pizza,Y
INV000987,380,2024-08-09 21:24:40,2024-09-08 21:24:40,N,GreenFields Farm,PO-TomatoMagic Co.-00987,Y,1,GreenFields Farm,Farmers,France,DE729768171,REF-00987,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,87.67,EUR,14.61,N,N,2024-09-05 21:24:40,2024-Q3,2,Tomatoes,N
INV000988,380,2020-10-11 08:15:40,2020-11-10 08:15:40,N,AgroDistrib Europe,PO-Luigi's Pizzeria-00988,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE753434946,REF-00988,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,53.87,EUR,8.98,N,N,2020-11-06 08:15:40,2020-Q4,2,Cheese,N
INV000989,380,2024-12-01 11:04:13,2024-12-31 11:04:13,N,Jean Dupont,PO-CUST-00989,Y,10,Jean Dupont,Customers,France,DE9343348710,REF-00989,Main warehouse,,Y,,,,,50.17,EUR,8.36,N,Y,2024-12-30 11:04:13,2024-Q4,2,,N
INV000990,380,2020-06-10 15:59:16,2020-07-10 15:59:16,N,GreenFields Farm,PO-Farm2Can Ltd.-00990,Y,1,GreenFields Farm,Farmers,France,DE688530821,REF-00990,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,63.9,EUR,10.65,Y,N,2020-07-09 15:59:16,2020-Q2,2,Tomatoes,N
INV000991,380,2020-05-26 17:51:02,2020-06-25 17:51:02,N,Napoli Express,PO-Jean Dupont-00991,Y,8,Napoli Express,Pizzarias (B2C),France,DE421191478,REF-00991,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,35.88,EUR,5.98,N,Y,2020-06-22 17:51:02,2020-Q2,4,Pizza,N
INV000992,380,2024-04-05 04:27:00,2024-05-05 04:27:00,N,Luigi's Pizzeria,PO-Anna Müller-00992,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE356259727,REF-00992,Main warehouse,,Y,9,Anna Müller,Customers,Luxembourg,10.76,EUR,1.79,Y,Y,2024-05-04 04:27:00,2024-Q2,5,Pizza,Y
INV000993,380,2020-07-12 05:04:50,2020-08-11 05:04:50,N,FreshLink Logistics,PO-Napoli Express-00993,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE971732485,REF-00993,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,31.5,EUR,5.25,N,Y,2020-08-08 05:04:50,2020-Q3,2,Canned Tomatoes,N
INV000994,380,2024-05-29 03:01:28,2024-06-28 03:01:28,N,Luigi's Pizzeria,PO-Jean Dupont-00994,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE432915757,REF-00994,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,52.92,EUR,8.82,N,Y,2024-06-25 03:01:28,2024-Q2,5,Pizza,Y
INV000995,380,2023-07-08 12:38:11,2023-08-07 12:38:11,N,FreshLink Logistics,PO-Napoli Express-00995,Y,5,FreshLink Logistics,Distributors,France,DE638966695,REF-00995,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,49.99,EUR,8.33,Y,Y,2023-08-06 12:38:11,2023-Q3,2,Canned Tomatoes,N
INV000996,380,2023-12-26 14:45:41,2024-01-25 14:45:41,N,TomatoMagic Co.,PO-CUST-00996,Y,3,TomatoMagic Co.,Food Producers,France,DE368213363,REF-00996,Main warehouse,,Y,,,,,61.3,EUR,10.22,Y,N,2024-01-25 14:45:41,2023-Q4,3,Canned Tomatoes,N
INV000997,380,2020-01-16 02:02:51,2020-02-15 02:02:51,N,TomatoMagic Co.,PO-FreshLink Logistics-00997,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,DE560274723,REF-00997,Main warehouse,,Y,5,FreshLink Logistics,Distributors,Luxembourg,14.59,EUR,2.43,N,Y,2020-02-10 02:02:51,2020-Q1,3,Canned Tomatoes,N
INV000998,380,2021-01-03 00:34:43,2021-02-02 00:34:43,N,AgroDistrib Europe,PO-Luigi's Pizzeria-00998,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE704640376,REF-00998,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,106.75,EUR,17.79,Y,N,2021-01-29 00:34:43,2021-Q1,2,Cheese,N
INV000999,380,2023-12-11 03:54:30,2024-01-10 03:54:30,N,FreshLink Logistics,PO-Luigi's Pizzeria-00999,Y,5,FreshLink Logistics,Distributors,France,DE440093875,REF-00999,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,15.54,EUR,2.59,Y,Y,2024-01-09 03:54:30,2023-Q4,2,Canned Tomatoes,N
INV001000,380,2020-10-12 08:48:32,2020-11-11 08:48:32,N,Farm2Can Ltd.,PO-CUST-01000,Y,4,Farm2Can Ltd.,Food Producers,France,DE139290474,REF-01000,Main warehouse,,Y,,,,,145.42,EUR,24.24,Y,N,2020-11-06 08:48:32,2020-Q4,2,Canned Tomatoes,N
INV001001,380,2022-10-06 14:54:04,2022-11-05 14:54:04,N,Luigi's Pizzeria,PO-Anna Müller-01001,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE183166237,REF-01001,Main warehouse,,Y,9,Anna Müller,Customers,Luxembourg,160.8,EUR,26.8,N,Y,2022-11-05 14:54:04,2022-Q4,5,Pizza,N
INV001002,380,2022-01-14 04:37:33,2022-02-13 04:37:33,N,GreenFields Farm,PO-CUST-01002,Y,1,GreenFields Farm,Farmers,Luxembourg,DE168480541,REF-01002,Main warehouse,,Y,,,,,30.96,EUR,5.16,N,N,2022-02-13 04:37:33,2022-Q1,2,Tomatoes,N
INV001003,380,2023-03-12 16:00:57,2023-04-11 16:00:57,N,Napoli Express,PO-Jean Dupont-01003,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE737798078,REF-01003,Main warehouse,,Y,10,Jean Dupont,Customers,Luxembourg,123.19,EUR,20.53,Y,Y,2023-04-06 16:00:57,2023-Q1,4,Pizza,Y
INV001004,380,2023-11-14 13:16:02,2023-12-14 13:16:02,N,Farm2Can Ltd.,PO-FreshLink Logistics-01004,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE666240834,REF-01004,Main warehouse,,Y,5,FreshLink Logistics,Distributors,France,164.11,EUR,27.35,N,Y,2023-12-12 13:16:02,2023-Q4,2,Canned Tomatoes,N
INV001005,380,2020-07-17 17:40:07,2020-08-16 17:40:07,N,Luigi's Pizzeria,PO-CUST-01005,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE159863477,REF-01005,Main warehouse,,Y,,,,,107.23,EUR,17.87,Y,N,2020-08-12 17:40:07,2020-Q3,5,Pizza,N
INV001006,380,2021-02-23 13:51:09,2021-03-25 13:51:09,N,TomatoMagic Co.,PO-FreshLink Logistics-01006,Y,3,TomatoMagic Co.,Food Producers,France,DE723105303,REF-01006,Main warehouse,,Y,5,FreshLink Logistics,Distributors,Luxembourg,30.34,EUR,5.06,N,Y,2021-03-21 13:51:09,2021-Q1,3,Canned Tomatoes,N
INV001007,380,2022-07-05 22:54:59,2022-08-04 22:54:59,N,Luigi's Pizzeria,PO-Anna Müller-01007,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE380107257,REF-01007,Main warehouse,,Y,9,Anna Müller,Customers,France,91.32,EUR,15.22,N,N,2022-08-04 22:54:59,2022-Q3,5,Pizza,N
INV001008,380,2023-07-19 21:01:41,2023-08-18 21:01:41,N,AgroDistrib Europe,PO-Napoli Express-01008,Y,6,AgroDistrib Europe,Distributors,Luxembourg,DE784179696,REF-01008,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,15.82,EUR,2.64,Y,N,2023-08-13 21:01:41,2023-Q3,2,Cheese,N
INV001009,380,2021-08-25 23:13:23,2021-09-24 23:13:23,N,Jean Dupont,PO-CUST-01009,Y,10,Jean Dupont,Customers,Luxembourg,DE7648204210,REF-01009,Main warehouse,,Y,,,,,26.22,EUR,4.37,Y,N,2021-09-22 23:13:23,2021-Q3,2,,N
INV001010,380,2022-09-08 20:17:04,2022-10-08 20:17:04,N,TomatoMagic Co.,PO-Napoli Express-01010,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,DE885737723,REF-01010,Main warehouse,,Y,8,Napoli Express,Pizzarias (B2C),France,125.95,EUR,20.99,N,N,2022-10-05 20:17:04,2022-Q3,3,Canned Tomatoes,N
INV001011,380,2020-05-18 03:04:34,2020-06-17 03:04:34,N,Farm2Can Ltd.,PO-CUST-01011,Y,4,Farm2Can Ltd.,Food Producers,Luxembourg,DE968119844,REF-01011,Main warehouse,,Y,,,,,29.54,EUR,4.92,N,N,2020-06-17 03:04:34,2020-Q2,2,Canned Tomatoes,N
INV001012,380,2025-05-05 01:13:51,2025-06-04 01:13:51,N,GreenFields Farm,PO-CUST-01012,Y,1,GreenFields Farm,Farmers,Luxembourg,DE198840541,REF-01012,Main warehouse,,Y,,,,,110.94,EUR,18.49,Y,N,2025-06-03 01:13:51,2025-Q2,2,Tomatoes,N
INV001013,380,2021-12-18 10:59:16,2022-01-17 10:59:16,N,Anna Müller,PO-CUST-01013,Y,9,Anna Müller,Customers,France,DE473695569,REF-01013,Main warehouse,,Y,,,,,38.59,EUR,6.43,Y,Y,2022-01-16 10:59:16,2021-Q4,2,,N
INV001014,380,2024-11-12 11:52:46,2024-12-12 11:52:46,N,AgroDistrib Europe,PO-Luigi's Pizzeria-01014,Y,6,AgroDistrib Europe,Distributors,France,DE465018616,REF-01014,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,17.6,EUR,2.93,N,Y,2024-12-10 11:52:46,2024-Q4,2,Cheese,N
INV001015,380,2025-03-07 07:25:58,2025-04-06 07:25:58,N,Jean Dupont,PO-CUST-01015,Y,10,Jean Dupont,Customers,France,DE7606737610,REF-01015,Main warehouse,,Y,,,,,50.59,EUR,8.43,N,N,2025-04-05 07:25:58,2025-Q1,2,,N
INV001016,380,2022-09-28 03:38:53,2022-10-28 03:38:53,N,FreshLink Logistics,PO-Luigi's Pizzeria-01016,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE517403315,REF-01016,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,78.64,EUR,13.11,Y,Y,2022-10-23 03:38:53,2022-Q3,2,Canned Tomatoes,N
INV001017,380,2020-01-04 18:28:48,2020-02-03 18:28:48,N,GreenFields Farm,PO-Farm2Can Ltd.-01017,Y,1,GreenFields Farm,Farmers,France,DE902656541,REF-01017,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,124.68,EUR,20.78,Y,Y,2020-02-01 18:28:48,2020-Q1,2,Tomatoes,N
INV001018,380,2023-08-06 02:19:31,2023-09-05 02:19:31,N,Farm2Can Ltd.,PO-FreshLink Logistics-01018,Y,4,Farm2Can Ltd.,Food Producers,France,DE289702944,REF-01018,Main warehouse,,Y,5,FreshLink Logistics,Distributors,France,32.28,EUR,5.38,Y,Y,2023-09-04 02:19:31,2023-Q3,2,Canned Tomatoes,N
INV001019,380,2025-03-26 19:04:51,2025-04-25 19:04:51,N,Luigi's Pizzeria,PO-CUST-01019,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE903331657,REF-01019,Main warehouse,,Y,,,,,28.36,EUR,4.73,Y,Y,2025-04-24 19:04:51,2025-Q1,5,Pizza,Y
INV001020,380,2022-03-26 22:26:45,2022-04-25 22:26:45,N,GreenFields Farm,PO-TomatoMagic Co.-01020,Y,1,GreenFields Farm,Farmers,Luxembourg,DE838901771,REF-01020,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,157.88,EUR,26.31,Y,Y,2022-04-23 22:26:45,2022-Q1,2,Tomatoes,N
INV001021,380,2024-01-08 18:09:02,2024-02-07 18:09:02,N,Napoli Express,PO-Anna Müller-01021,Y,8,Napoli Express,Pizzarias (B2C),Luxembourg,DE172442758,REF-01021,Main warehouse,,Y,9,Anna Müller,Customers,France,25.34,EUR,4.22,Y,Y,2024-02-06 18:09:02,2024-Q1,4,Pizza,Y
INV001022,380,2024-01-29 03:32:48,2024-02-28 03:32:48,N,FreshLink Logistics,PO-Luigi's Pizzeria-01022,Y,5,FreshLink Logistics,Distributors,France,DE212070725,REF-01022,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,63.43,EUR,10.57,N,N,2024-02-25 03:32:48,2024-Q1,2,Canned Tomatoes,N
INV001023,380,2021-02-05 19:34:18,2021-03-07 19:34:18,N,Anna Müller,PO-CUST-01023,Y,9,Anna Müller,Customers,Luxembourg,DE965438789,REF-01023,Main warehouse,,Y,,,,,51.2,EUR,8.53,Y,N,2021-03-02 19:34:18,2021-Q1,2,,N
INV001024,380,2024-07-20 21:01:32,2024-08-19 21:01:32,N,GreenFields Farm,PO-CUST-01024,Y,1,GreenFields Farm,Farmers,Luxembourg,DE389135341,REF-01024,Main warehouse,,Y,,,,,149.56,EUR,24.93,N,N,2024-08-17 21:01:32,2024-Q3,2,Tomatoes,N
INV001025,380,2023-02-24 10:57:17,2023-03-26 10:57:17,N,Sunshine Growers,PO-TomatoMagic Co.-01025,Y,2,Sunshine Growers,Farmers,France,DE903210062,REF-01025,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,France,75.94,EUR,12.66,N,Y,2023-03-21 10:57:17,2023-Q1,1,Tomatoes,N
INV001026,380,2020-06-04 11:20:35,2020-07-04 11:20:35,N,FreshLink Logistics,PO-Luigi's Pizzeria-01026,Y,5,FreshLink Logistics,Distributors,Luxembourg,DE268507305,REF-01026,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,59.15,EUR,9.86,Y,N,2020-07-02 11:20:35,2020-Q2,2,Canned Tomatoes,N
INV001027,380,2025-02-15 06:34:16,2025-03-17 06:34:16,N,TomatoMagic Co.,PO-Luigi's Pizzeria-01027,Y,3,TomatoMagic Co.,Food Producers,France,DE146533243,REF-01027,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,42.85,EUR,7.14,N,N,2025-03-15 06:34:16,2025-Q1,3,Canned Tomatoes,N
INV001028,380,2024-02-11 11:49:02,2024-03-12 11:49:02,N,Sunshine Growers,PO-TomatoMagic Co.-01028,Y,2,Sunshine Growers,Farmers,Luxembourg,DE324117472,REF-01028,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,Luxembourg,47.64,EUR,7.94,N,N,2024-03-07 11:49:02,2024-Q1,1,Tomatoes,N
INV001029,380,2024-07-25 21:14:29,2024-08-24 21:14:29,N,TomatoMagic Co.,PO-CUST-01029,Y,3,TomatoMagic Co.,Food Producers,France,DE865833293,REF-01029,Main warehouse,,Y,,,,,142.22,EUR,23.7,Y,N,2024-08-20 21:14:29,2024-Q3,3,Canned Tomatoes,N
INV001030,380,2024-04-07 02:09:08,2024-05-07 02:09:08,N,Jean Dupont,PO-CUST-01030,Y,10,Jean Dupont,Customers,France,DE2783173010,REF-01030,Main warehouse,,Y,,,,,117.64,EUR,19.61,Y,N,2024-05-06 02:09:08,2024-Q2,2,,N
INV001031,380,2023-04-23 06:27:46,2023-05-23 06:27:46,N,Anna Müller,PO-CUST-01031,Y,9,Anna Müller,Customers,Luxembourg,DE762312559,REF-01031,Main warehouse,,Y,,,,,21.84,EUR,3.64,N,N,2023-05-22 06:27:46,2023-Q2,2,,N
INV001032,380,2021-05-03 13:37:00,2021-06-02 13:37:00,N,Farm2Can Ltd.,PO-CUST-01032,Y,4,Farm2Can Ltd.,Food Producers,France,DE165395294,REF-01032,Main warehouse,,Y,,,,,187.91,EUR,31.32,N,N,2021-06-01 13:37:00,2021-Q2,2,Canned Tomatoes,N
INV001033,380,2025-03-07 08:12:39,2025-04-06 08:12:39,N,GreenFields Farm,PO-TomatoMagic Co.-01033,Y,1,GreenFields Farm,Farmers,France,DE623662051,REF-01033,Main warehouse,,Y,3,TomatoMagic Co.,Food Producers,France,28.16,EUR,4.69,Y,Y,2025-04-05 08:12:39,2025-Q1,2,Tomatoes,N
INV001034,380,2023-04-15 09:33:18,2023-05-15 09:33:18,N,GreenFields Farm,PO-Farm2Can Ltd.-01034,Y,1,GreenFields Farm,Farmers,Luxembourg,DE311710531,REF-01034,Main warehouse,,Y,4,Farm2Can Ltd.,Food Producers,France,174.47,EUR,29.08,Y,Y,2023-05-11 09:33:18,2023-Q2,2,Tomatoes,N
INV001035,380,2023-12-23 09:29:06,2024-01-22 09:29:06,N,AgroDistrib Europe,PO-Luigi's Pizzeria-01035,Y,6,AgroDistrib Europe,Distributors,France,DE955842396,REF-01035,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),Luxembourg,48.61,EUR,8.1,Y,Y,2024-01-17 09:29:06,2023-Q4,2,Cheese,N
INV001036,380,2025-03-08 19:14:29,2025-04-07 19:14:29,N,Farm2Can Ltd.,PO-FreshLink Logistics-01036,Y,4,Farm2Can Ltd.,Food Producers,France,DE475451734,REF-01036,Main warehouse,,Y,5,FreshLink Logistics,Distributors,France,109.62,EUR,18.27,N,N,2025-04-03 19:14:29,2025-Q1,2,Canned Tomatoes,N
INV001037,380,2021-10-05 22:27:53,2021-11-04 22:27:53,N,AgroDistrib Europe,PO-Luigi's Pizzeria-01037,Y,6,AgroDistrib Europe,Distributors,France,DE544513786,REF-01037,Main warehouse,,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,121.61,EUR,20.27,Y,N,2021-11-04 22:27:53,2021-Q4,2,Cheese,N
INV001038,380,2022-04-22 20:29:03,2022-05-22 20:29:03,N,Luigi's Pizzeria,PO-Anna Müller-01038,Y,7,Luigi's Pizzeria,Pizzarias (B2C),France,DE153647537,REF-01038,Main warehouse,,Y,9,Anna Müller,Customers,Luxembourg,51.98,EUR,8.66,N,Y,2022-05-18 20:29:03,2022-Q2,5,Pizza,N
INV001039,380,2022-02-14 17:42:29,2022-03-16 17:42:29,N,Napoli Express,PO-Anna Müller-01039,Y,8,Napoli Express,Pizzarias (B2C),France,DE529635518,REF-01039,Main warehouse,,Y,9,Anna Müller,Customers,Luxembourg,8.4,EUR,1.4,Y,Y,2022-03-13 17:42:29,2022-Q1,4,Pizza,N
